timestamp,date,time,primary_activity,probability,latitude,longitude,lat_e7_original,lng_e7_original,distance_to_prev_m,accuracy_m,gps_source,time_to_gps_seconds,device_id,signal_type,all_activities_json
2025-08-16T14:52:35.763000+00:00,2025-08-16,14:52:35,GPS_ONLY,,52.0175761,8.5671427,520175761,85671427,7.0,33.101,UNKNOWN,0,409855794,position_only,[]
2025-08-16T14:53:06.687000+00:00,2025-08-16,14:53:06,UNKNOWN,0.41,52.0175859,8.5670359,520175859,85670359,7.4,24.706,UNKNOWN,10.882,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-16T14:53:35.818000+00:00,2025-08-16,14:53:35,GPS_ONLY,,52.0176006,8.5670055,520176006,85670055,2.6,20.678,UNKNOWN,0,409855794,position_only,[]
2025-08-16T14:54:55.798000+00:00,2025-08-16,14:54:55,GPS_ONLY,,52.0176122,8.5670640,520176122,85670640,4.2,30.044,UNKNOWN,0,409855794,position_only,[]
2025-08-16T14:55:43.545000+00:00,2025-08-16,14:55:43,GPS_ONLY,,52.0175965,8.5671119,520175965,85671119,3.7,29.861,WIFI,0,409855794,position_only,[]
2025-08-16T14:57:43.612000+00:00,2025-08-16,14:57:43,STILL,0.96,52.0175947,8.5670486,520175947,85670486,4.3,40.072,UNKNOWN,7.811,409855794,activity,"[{""activityType"": ""STILL"", ""probability"": 0.96}, {""activityType"": ""ON_FOOT"", ""probability"": 0.02}, {""activityType"": ""WALKING"", ""probability"": 0.02}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-16T14:59:46.651000+00:00,2025-08-16,14:59:46,GPS_ONLY,,52.0176083,8.5670234,520176083,85670234,2.3,18.367,WIFI,0,409855794,position_only,[]
2025-08-16T15:00:15.861000+00:00,2025-08-16,15:00:15,GPS_ONLY,,52.0175957,8.5670442,520175957,85670442,2.0,36.898,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:01:46.728000+00:00,2025-08-16,15:01:46,STILL,1.0,52.0176093,8.5670344,520176093,85670344,1.7,22.81,WIFI,2.967,409855794,activity,"[{""activityType"": ""STILL"", ""probability"": 1.0}]"
2025-08-16T15:03:52.687000+00:00,2025-08-16,15:03:52,GPS_ONLY,,52.0176034,8.5670299,520176034,85670299,0.7,36.189,WIFI,0,409855794,position_only,[]
2025-08-16T15:11:28.203000+00:00,2025-08-16,15:11:28,UNKNOWN,0.41,52.0175948,8.5671108,520175948,85671108,5.6,30.136,UNKNOWN,3.956,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-16T15:11:52.225000+00:00,2025-08-16,15:11:52,GPS_ONLY,,52.0175814,8.5670633,520175814,85670633,3.6,29.401,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:12:32.244000+00:00,2025-08-16,15:12:32,GPS_ONLY,,52.0175830,8.5670291,520175830,85670291,2.3,14.441,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:13:52.241000+00:00,2025-08-16,15:13:52,GPS_ONLY,,52.0175977,8.5670289,520175977,85670289,1.6,26.992,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:15:38.638000+00:00,2025-08-16,15:15:38,GPS_ONLY,,52.0175961,8.5670203,520175961,85670203,0.6,25.677,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:15:58.288000+00:00,2025-08-16,15:15:58,UNKNOWN,0.41,52.0175817,8.5670430,520175817,85670430,2.2,30.063,UNKNOWN,0.216,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-16T15:18:27.427000+00:00,2025-08-16,15:18:27,GPS_ONLY,,52.0175631,8.5670476,520175631,85670476,2.1,24.832,WIFI,0,409855794,position_only,[]
2025-08-16T15:21:04.372000+00:00,2025-08-16,15:21:04,UNKNOWN,0.41,52.0175907,8.5670636,520175907,85670636,3.3,36.119,WIFI,0.253,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-16T15:21:06.637000+00:00,2025-08-16,15:21:06,GPS_ONLY,,52.0175968,8.5670143,520175968,85670143,3.4,15.68,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:21:26.708000+00:00,2025-08-16,15:21:26,GPS_ONLY,,52.0176066,8.5670102,520176066,85670102,1.1,14.283,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:22:06.730000+00:00,2025-08-16,15:22:06,GPS_ONLY,,52.0176018,8.5670211,520176018,85670211,0.9,15.692,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:23:05.753000+00:00,2025-08-16,15:23:05,GPS_ONLY,,52.0175822,8.5670704,520175822,85670704,4.0,19.894,WIFI,0,409855794,position_only,[]
2025-08-16T15:25:58.083000+00:00,2025-08-16,15:25:58,STILL,0.96,52.0175557,8.5670983,520175557,85670983,3.5,32.935,WIFI,0.671,409855794,activity,"[{""activityType"": ""STILL"", ""probability"": 0.96}, {""activityType"": ""ON_FOOT"", ""probability"": 0.02}, {""activityType"": ""WALKING"", ""probability"": 0.02}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-16T15:26:09.341000+00:00,2025-08-16,15:26:09,GPS_ONLY,,52.0175729,8.5670516,520175729,85670516,3.7,12.89,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:28:01.777000+00:00,2025-08-16,15:28:01,GPS_ONLY,,52.0175891,8.5670007,520175891,85670007,3.9,29.984,WIFI,0,409855794,position_only,[]
2025-08-16T15:29:22.572000+00:00,2025-08-16,15:29:22,GPS_ONLY,,52.0175897,8.5670279,520175897,85670279,1.9,20.656,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:30:02.067000+00:00,2025-08-16,15:30:02,ON_FOOT,0.88,52.0175915,8.5670498,520175915,85670498,1.5,24.336,UNKNOWN,19.425,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.88}, {""activityType"": ""WALKING"", ""probability"": 0.88}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.06}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.06}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.04}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""RUNNING"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-16T15:31:15.191000+00:00,2025-08-16,15:31:15,GPS_ONLY,,52.0176100,8.5669891,520176100,85669891,4.6,52.4,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:32:03.766000+00:00,2025-08-16,15:32:03,GPS_ONLY,,52.0176074,8.5669806,520176074,85669806,0.6,56.1,WIFI,0,409855794,position_only,[]
2025-08-16T15:32:39.880000+00:00,2025-08-16,15:32:39,GPS_ONLY,,52.0176123,8.5669909,520176123,85669909,0.9,77.6,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:33:25.125000+00:00,2025-08-16,15:33:25,ON_FOOT,0.82,52.0179450,8.5668641,520179450,85668641,38.0,64.1,WIFI,39.642,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.82}, {""activityType"": ""WALKING"", ""probability"": 0.82}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.08}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.08}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.06}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.0}]"
2025-08-16T15:36:05.778000+00:00,2025-08-16,15:36:05,GPS_ONLY,,52.0223384,8.5661657,520223384,85661657,490.9,45.297,WIFI,0,409855794,position_only,[]
2025-08-16T15:40:32.509000+00:00,2025-08-16,15:40:32,ON_FOOT,0.91,52.0231418,8.5559576,520231418,85559576,704.2,23.643,WIFI,2.3,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.91}, {""activityType"": ""WALKING"", ""probability"": 0.91}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.03}, {""activityType"": ""RUNNING"", ""probability"": 0.03}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.03}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}]"
2025-08-16T15:41:23.958000+00:00,2025-08-16,15:41:23,GPS_ONLY,,52.0228977,8.5560282,520228977,85560282,27.6,20.821,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:41:52.835000+00:00,2025-08-16,15:41:52,GPS_ONLY,,52.0229034,8.5561184,520229034,85561184,6.2,16.518,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:42:12.533000+00:00,2025-08-16,15:42:12,GPS_ONLY,,52.0228780,8.5560772,520228780,85560772,4.0,12.296,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:43:55.084000+00:00,2025-08-16,15:43:55,UNKNOWN,0.41,52.0227817,8.5557599,520227817,85557599,24.2,24.968,WIFI,78.038,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-16T15:48:08.072000+00:00,2025-08-16,15:48:08,ON_BICYCLE,1.0,52.0193423,8.5665919,520193423,85665919,834.0,40.989,WIFI,0.698,409855794,activity,"[{""activityType"": ""ON_BICYCLE"", ""probability"": 1.0}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-16T15:50:47.048000+00:00,2025-08-16,15:50:47,GPS_ONLY,,52.0176001,8.5670409,520176001,85670409,196.1,25.037,WIFI,0,409855794,position_only,[]
2025-08-16T15:50:49.462000+00:00,2025-08-16,15:50:49,GPS_ONLY,,52.0175743,8.5670340,520175743,85670340,2.9,19.151,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:51:54.287000+00:00,2025-08-16,15:51:54,GPS_ONLY,,52.0175984,8.5670515,520175984,85670515,2.9,17.278,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:52:14.251000+00:00,2025-08-16,15:52:14,GPS_ONLY,,52.0176116,8.5669962,520176116,85669962,4.1,24.755,UNKNOWN,0,409855794,position_only,[]
2025-08-16T15:52:47.982000+00:00,2025-08-16,15:52:47,UNKNOWN,0.41,52.0175853,8.5671852,520175853,85671852,13.3,33.694,WIFI,1.113,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
